,id,keyword,location,text,target,text_cleaned
1671,1671,bridge%20collapse,Inverleith Edinburgh,"Yeah, we have loads of cops to stand around to monitor this for half a day fo… https://t.co/jfTa5MSbfn",0,yeah loads cops stand around monitor half day
1672,1672,bridge%20collapse,Carmel NY,"You must've missed the bridge collapse in 95 in Connecticut. Police, and Fire are locally funde… https://t.co/7suvQaNQsE",0,mustve missed bridge collapse connecticut police fire locally
1673,1673,bridge%20collapse,,not to be weird or morbid but if you are driving over a bridge collapse than being able to…,0,weird morbid driving bridge collapse able
1674,1674,bridge%20collapse,,"Collapse of Route 14, Coamo, Puerto Rico - Hanging Bridge https://t.co/etLlMfzYAq",0,collapse route coamo puerto rico hanging bridge
1675,1675,bridge%20collapse,,The kingsbridge priory bridge collapse ... Couldnt happen to more deserving people. — watching World Without End,0,kingsbridge priory bridge collapse couldnt happen deserving people watching world without end
1676,1676,bridge%20collapse,Home.,"Travel Update: Boris Bridge from Northern Ireland to Scotland closed due to high winds and high Seas, it… https://t.co/nDVzeKRVFU",0,travel update boris bridge northern ireland scotland closed due high winds high seas
1677,1677,bridge%20collapse,Castlevania City,Did he cause the Silver Bridge collapse or was he merely a herald? We will never know. https://t.co/5wGjfEm5Ap,0,cause silver bridge collapse merely herald never know
1678,1678,bridge%20collapse,"Beacon Falls, CT",Human error and poor engineering caused that bridge to collapse. Nothing but fear mongering.…,0,human error poor engineering caused bridge collapse nothing fear
1679,1679,bridge%20collapse,"San Francisco, CA","This footnote in McCullough's *The Great Bridge* blew my mind. As late as the 1880s, we still didn't know how to bu… https://t.co/qoecmgslkq",0,footnote mcculloughs great bridge blew mind late still didnt know
1680,1680,bridge%20collapse,,Interesting that a photo of the Mianus River Bridge collapse was used. It collapsed in 1983 when the…,0,interesting photo mianus river bridge collapse used collapsed
1681,1681,bridge%20collapse,"The Gwalia, Llandrindod Wells","Temporary Path Closure - Brockweir to Bigsweir Bridge, Riverside Route, due to works on riverside bank collapse, pl… https://t.co/QpUMW33TDe",0,temporary path closure brockweir bigsweir bridge riverside route due works riverside bank collapse
1682,1682,buildings%20burning,,"To all agencies, we need x1 back or I’m burning your buildings #JUSTICEFORX1 #JUSTICEFORX1 https://t.co/37gcFl0HXJ",0,agencies need x back im burning buildings justiceforx justiceforx
1683,1683,buildings%20burning,,How many burning buildings have you run into to save someone?,0,many burning buildings run save someone
1684,1684,buildings%20burning,,Hey hotness! Burning buildings are we?,0,hey hotness burning buildings
1685,1685,buildings%20burning,,"The town itself was nothing too much, small adobe buildings flanked her on each side, men and wome… https://t.co/mgOt8iLoeZ",0,town nothing much small adobe buildings flanked side men
1686,1686,buildings%20burning,,The liberal cult zombies 🧟‍♀️🧟🧟‍♂️are here en masse questioning why the POTUS and… https://t.co/yqtYlI0mxF,0,liberal cult zombies en masse questioning potus
1687,1687,buildings%20burning,"Belle Vernon, PA","Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posing in fr…",0,case say tv station shows two pictures detroit fire departments top brass posing
1688,1688,buildings%20burning,,"i m so fucking tired, i’m going to sleep i hope i wake up to koneits burning some buildings down bye",0,fucking tired im going sleep hope wake koneits burning buildings bye
1689,1689,buildings%20burning,"Christchurch, New Zealand",What if we just start burning down buildings for news outlets that are full of garbage?,0,start burning buildings news outlets full garbage
1690,1690,buildings%20burning,,perfect for the sexy lady hunting in burning buildings,0,perfect sexy lady hunting burning buildings
1691,1691,buildings%20burning,"Illinois, USA",I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few IRS buil…,0,im sure burning state ground electable position starting burning irs
1692,1692,buildings%20burning,,Do you chastise firefighters for not smiling when running into burning… https://t.co/zulxMqwlbi,0,chastise firefighters smiling running
1693,1693,buildings%20burning,"Winnipeg, Manitoba",Why are so many buildings burning up in the middle of fucking winter? This isn't normal,0,many buildings burning middle fucking winter isnt normal
1694,1694,buildings%20burning,Yes,"This paragraph slaps though like goddamn ""these huge buildings are always burning with the implacable fires of huma… https://t.co/fwtm21TK2V",0,paragraph slaps though like goddamn huge buildings always burning implacable fires
1695,1695,buildings%20burning,,Americans should be in the streets burning down buildings at this point.,0,americans streets burning buildings point
1696,1696,buildings%20burning,Chicago,I’ve been following Cory Booker for a very long time. The man has literally saved people from burning buildings. He cares.,0,ive following cory booker long time man literally saved people burning buildings cares
1697,1697,buildings%20burning,Northern Virginia,"Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posi… https://t.co/CPQGDH4V0h",0,case say tv station shows two pictures detroit fire departments top brass
1698,1698,buildings%20burning,Earth,Please tell me what is happening here. Why are those buildings burning? Who started the fire? Who killed those people? Why?,0,please tell happening buildings burning started fire killed people
1699,1699,buildings%20burning,the dirty dirty,How could you say something like that? Politics aside Corey Booker is a stand up human bein… https://t.co/5mD9ze1MPD,0,could say something like politics aside corey booker stand human
1700,1700,buildings%20burning,Almost Heaven West Virginia,We run INTO burning buildings. Being a dipshit helps us do our jobs lol,0,run burning buildings dipshit helps us jobs lol
1701,1701,buildings%20burning,"Sarasota, FL",Because lazy people run into burning buildings to save people. https://t.co/fWXPCLlZ6B,0,lazy people run burning buildings save people
1702,1702,buildings%20burning,humanity? who knows.,What have I told you about burning buildings? Not nice https://t.co/qWUiDuiOwE https://t.co/N2JEkmWwL3,0,told burning buildings nice
1703,1703,buildings%20burning,,"Australia is burning. The worst is yet to come: 24 people dead 500 million animals dead 8,000 koalas dead Over 5.5 mi…",1,australia burning worst yet come people dead million animals dead koalas dead
1704,1704,buildings%20burning,,Winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is just a no g…,0,winthrop needs invest normal heating air units old buildings bc uncontrollable settings
1705,1705,buildings%20burning,,Keep burning fossil fuels it will become worse that may even rip apart high rise buildings? Are the world leaders w… https://t.co/mwjHi7TzP2,0,keep burning fossil fuels become worse may even rip apart high rise buildings world leaders
1706,1706,buildings%20burning,Conchologia,From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68,0,knowthese burning buildings annual occurrence ruling arson
1707,1707,buildings%20burning,NYC,Yeah that's def not cool. Unless it's Indiana. (Kidding.) I'm a little sensitive to that. My hometown for t… https://t.co/2S7kXLQgYA,0,yeah thats def cool unless indiana kidding im little sensitive hometown
1708,1708,buildings%20burning,"Whiterun, Skyrim","Destruction magic's fine, just don't go burning down any buildings.",0,destruction magics fine dont go burning buildings
1709,1709,buildings%20burning,Southern OBX,"JFC!!! Racist comment ! I guess all ""lazy"" mayor rush into burning buildings to save people! May t… https://t.co/9Iw5c4KD2n",0,jfc racist comment guess lazy mayor rush burning buildings save people may
1710,1710,buildings%20burning,Worcester,"We're equipped to go inside burning buildings but you're not. If you experience a home fire, once you've escaped nev…",0,equipped go inside burning buildings youre experience home fire youve escaped
1711,1711,buildings%20burning,"Texas, USA","I mean it’s better than being a cop. That being said, not many people would just jump at being in the… https://t.co/UaDxGj8HR4",0,mean better cop said many people would jump
1712,1712,buildings%20burning,"Calgary, Alberta","I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country, dodgi…",0,flirted danger younger amp stupid things yet fate spared grew amp fought country
1713,1713,buildings%20burning,"South of Boston, MA",The guy that ran himself ragged helping his constituents in New Jersey after Hurricane Sandy? T… https://t.co/VcxrtFKSsw,0,guy ran ragged helping constituents new jersey hurricane sandy
1714,1714,buildings%20burning,London,"I mean, there's directness though. Like, the townhall of whatevertown Alabama was built with slave… https://t.co/utqajXNNzn",0,mean theres directness though like townhall whatevertown alabama built
1715,1715,buildings%20burning,,You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Ira…,0,idea many kind bombing burning buildings mullahs
1716,1716,buildings%20burning,,What -- who is this person -- Cory saves people from burning buildings and shovels the snow of his constit… https://t.co/3BpioRHGLT,0,person cory saves people burning buildings shovels snow
1717,1717,buildings%20burning,,"Maybe a ban wouldn’t be necessary if Muslims stopped flying planes in to buildings, detonating car bombs, shooting up…",0,maybe ban wouldnt necessary muslims stopped flying planes buildings detonating car bombs shooting
1718,1718,buildings%20burning,,Will be burning down a few buildings today. Hmu if you wanna join. https://t.co/MHGdx67986,0,burning buildings today hmu wanna join
1719,1719,buildings%20burning,"Illinois, USA",But his kids aren’t hungry and he saves strangers from burning buildings 🤷‍♂️😜 https://t.co/sH2dBAvT7T,0,kids arent hungry saves strangers burning buildings
1720,1720,buildings%20burning,Dirty-DTX,like I don't agree with Cory Booker on a lot of things but he seems like a fundamental good person. He's fucking sa… https://t.co/ANCQ1q6CzH,0,like dont agree cory booker lot things seems like fundamental good person hes fucking
1721,1721,buildings%20burning,"Wisconsin, USA","My dad, a volunteer fire chief, had thousands of dollars in training an… https://t.co/QGD428VvbR",0,dad volunteer fire chief thousands dollars training
1722,1722,buildings%20burning,,You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Iran and Middle East.,0,idea many kind bombing burning buildings mullahs iran middle east
